Gene Name	Gene ID	Protein ID(s)	Description	set1_Amount PSMs	set2_Amount PSMs	set1_Amount Peptides	set2_Amount Peptides	set1_Amount Unique peptides	set2_Amount Unique peptides	set1_q-value	set2_q-value	set1_MS1 precursor area	set2_MS1 precursor area	1_set1_tmt16plex_126	2_set1_tmt16plex_127N	3_set1_tmt16plex_127C	4_set1_tmt16plex_128N	5_set1_tmt16plex_128C	6_set1_tmt16plex_129N	IS_set1_tmt16plex_129C	HC2_set1_tmt16plex_130N	HC3_set1_tmt16plex_130C	HC4_set1_tmt16plex_131N	IS_set1_tmt16plex_131C	17_set1_tmt16plex_132N	18_set1_tmt16plex_132C	19_set1_tmt16plex_133N	20_set1_tmt16plex_133C	IS_set1_tmt16plex_134N	IS_set2_tmt16plex_126	7_set2_tmt16plex_127N	8_set2_tmt16plex_127C	9_set2_tmt16plex_128N	10_set2_tmt16plex_128C	11_set2_tmt16plex_129N	12_set2_tmt16plex_129C	13_set2_tmt16plex_130N	14_set2_tmt16plex_130C	15_set2_tmt16plex_131N	16_set2_tmt16plex_131C	IS_set2_tmt16plex_132N	HC5_set2_tmt16plex_132C	HC6_set2_tmt16plex_133N	HC7_set2_tmt16plex_133C	HC9_set2_tmt16plex_134N	set1_Amount fully quanted PSMs	set1_tmt16plex_126 - Amount quanted PSMs	set1_tmt16plex_127N - Amount quanted PSMs	set1_tmt16plex_127C - Amount quanted PSMs	set1_tmt16plex_128N - Amount quanted PSMs	set1_tmt16plex_128C - Amount quanted PSMs	set1_tmt16plex_129N - Amount quanted PSMs	set1_tmt16plex_129C - Amount quanted PSMs	set1_tmt16plex_130N - Amount quanted PSMs	set1_tmt16plex_130C - Amount quanted PSMs	set1_tmt16plex_131N - Amount quanted PSMs	set1_tmt16plex_131C - Amount quanted PSMs	set1_tmt16plex_132N - Amount quanted PSMs	set1_tmt16plex_132C - Amount quanted PSMs	set1_tmt16plex_133N - Amount quanted PSMs	set1_tmt16plex_133C - Amount quanted PSMs	set1_tmt16plex_134N - Amount quanted PSMs	set2_Amount fully quanted PSMs	set2_tmt16plex_126 - Amount quanted PSMs	set2_tmt16plex_127N - Amount quanted PSMs	set2_tmt16plex_127C - Amount quanted PSMs	set2_tmt16plex_128N - Amount quanted PSMs	set2_tmt16plex_128C - Amount quanted PSMs	set2_tmt16plex_129N - Amount quanted PSMs	set2_tmt16plex_129C - Amount quanted PSMs	set2_tmt16plex_130N - Amount quanted PSMs	set2_tmt16plex_130C - Amount quanted PSMs	set2_tmt16plex_131N - Amount quanted PSMs	set2_tmt16plex_131C - Amount quanted PSMs	set2_tmt16plex_132N - Amount quanted PSMs	set2_tmt16plex_132C - Amount quanted PSMs	set2_tmt16plex_133N - Amount quanted PSMs	set2_tmt16plex_133C - Amount quanted PSMs	set2_tmt16plex_134N - Amount quanted PSMs
ATF6B	ENSG00000228628.8	ENSP00000404814.2;ENSP00000399764.2;ENSP00000389467.1;ENSP00000404725.2;ENSP00000391131.2;ENSP00000399944.1;ENSP00000293709.6;ENSP00000372642.4;ENSP00000412066.1;ENSP00000364349.3;ENSP00000364347.4;ENSP00000393419.2	activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349]	5	7	4	5	4	5	0.0	0.0	1206765996.6152344	8382156071.756348	-0.239503134584057	0.0301110992365174	-0.0256169063928606	-0.0643093320636616	-0.341774363863393	-0.01754124707029	0.00529240827688682	-0.298049944034677	-0.196520800986097	-0.256290952475405	-0.0266892847925533	0.121340914307929	0.0986482240130266	0.272983404325826	0.254884533503512	0.0250421195494708	-0.026798650710159	0.142255922627704	-0.164305972665023	-0.0114486647160312	0.203107515634709	-0.289333521672106	0.255107607397168	0.394679176429005	0.417864603901808	0.207847254798654	0.319571459270232	0.0267986507101607	-0.356868039841476	-0.11164527139891	-0.143012736466776	-0.251372011214471	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
ATP6AP1	ENSG00000071553.18	ENSP00000503173.1;ENSP00000398511.1;ENSP00000392375.1;ENSP00000408317.1;ENSP00000503588.1;ENSP00000358777.2;ENSP00000411209.1;ENSP00000396643.1;ENSP00000408470.1;ENSP00000502914.1;ENSP00000482243.2	ATPase H+ transporting accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:868]	2	2	2	2	2	2	0.0	0.0	4896287200.674072	22556787475.79132	0.0854711191401725	0.429623645123283	0.0455704409374311	0.00047469978400283	0.0556264861722147	0.075005882089112	-2.39765111675894e-05	-0.393324767782333	-0.137526642929638	-0.362262221536898	-0.0436215125694739	0.286405951962767	0.0502418160618872	0.386538438122122	0.0606091273038603	0.0425227754828823	0.029580551619441	0.1244473267349	0.33042506437388	0.134711351615007	0.438060991094911	0.201533042875219	0.540585893316896	0.504214781050937	0.394107530324975	0.357692919896548	0.412001453821635	-0.029580551619441	0.0723634866070952	-0.318535369978553	-0.195305535375832	-0.520151401585643	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
FHL1	ENSG00000022267.19	ENSP00000486439.1;ENSP00000499016.1;ENSP00000498581.1;ENSP00000486436.1;ENSP00000498503.1;ENSP00000377710.2;ENSP00000477609.1;ENSP00000498684.1;ENSP00000391779.1;ENSP00000389920.1;ENSP00000486631.1;ENSP00000487318.1;ENSP00000485897.1;ENSP00000487377.1;ENSP00000408038.1;ENSP00000487147.2;ENSP00000487360.1;ENSP00000444815.1;ENSP00000486134.1;ENSP00000499033.1;ENSP00000413798.1;ENSP00000443333.1;ENSP00000412642.1;ENSP00000487030.1;ENSP00000414604.1;ENSP00000437673.1;ENSP00000359710.3;ENSP00000359717.1;ENSP00000359708.1;ENSP00000486782.1;ENSP00000377709.2	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	1	1	1	1	1	1	0.0	0.0	175656628.14697266	158622618.671875	0.393255552703808	-0.470593475454773	-0.497976484300818	0.0504067783176154	0.759961859006499	0.0596531226278296	-0.0666812884972217	-0.413186348022979	-0.272801286032376	0.174455520713458	0.174099399402269	0.0746139031636162	-0.11193738093031	-0.322656757892336	-0.554264285118043	-0.108540824502806	0.0100854789669036	0.0239659502250333	0.222771145221188	0.399673855744876	0.223935286432294	-0.036482208545042	-0.163296423125498	-0.00533407272922304	-0.0711780969256957	0.118152740790332	0.0439974198201405	-0.0100854789669018	-0.413338966822387	-0.235489867279242	0.119624537922345	-0.078224922296755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNRNPA2B1	ENSG00000122566.22	ENSP00000504660.1;ENSP00000503961.1;ENSP00000503242.1;ENSP00000504571.1;ENSP00000497298.1;ENSP00000503452.1;ENSP00000504799.1;ENSP00000503190.1;ENSP00000503898.1;ENSP00000503968.1;ENSP00000503885.1;ENSP00000503870.1;ENSP00000504049.1;ENSP00000504059.1;ENSP00000503550.1;ENSP00000503236.1;ENSP00000503521.1;ENSP00000503360.1;ENSP00000503021.1;ENSP00000503915.1;ENSP00000503460.1;ENSP00000346694.4;ENSP00000504439.1;ENSP00000504100.1;ENSP00000503476.1;ENSP00000504329.1;ENSP00000504721.1;ENSP00000504831.1;ENSP00000504023.1;ENSP00000503514.1;ENSP00000503375.1;ENSP00000349101.8;ENSP00000503047.1;ENSP00000503833.1;ENSP00000478691.2;ENSP00000503429.1;ENSP00000503836.1;ENSP00000503703.1;ENSP00000354021.4;ENSP00000504415.1;ENSP00000503060.1;ENSP00000503501.1	heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]	2	1	2	1	2	1	0.0	0.0	143059771.59350586	812277403.2329102	-0.448168986148534	-0.212916576414219	0.678443268932199	0.607819535060875	-0.371907472324751	0.0477531420799062	-0.0573625888627571	-0.93853846915546	-0.179860488788008	-0.676511732452839	0.0329533754401403	-0.60721883636157	-0.119725964141266	-0.00137044525737728	0.199573046348478	0.0232864998248621	0.0552759289290385	-0.0439329078419419	-0.0328096571400103	0.122008518098735	-0.216936819719418	1.12181908043014	-0.244324284978781	0.522149508839075	0.135309502329566	-1.47258579033009	-0.475536797770534	-0.0552759289290403	-1.20629189648951	-0.718106984526941	-0.403446173759615	-0.650298270795808	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ISG15	ENSG00000187608.10	ENSP00000485643.1;ENSP00000485313.1;ENSP00000496832.1	ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	1	2	1	2	1	2	0.0	0.0	45159593.6875	210219027.84765625	0.448627210424151	0.383110923825177	0.885197849360583	-0.12127787112677	0.89768108674238	0.521833185986817	0.117199906059161	-2.18076089822581	-2.97231500228681	-2.17431188816134	0.0277267658946911	-0.244439521087399	0.34654245257025	0.745462074231023	0.0110021877893018	-0.146049385551613	-0.100021820982933	-0.0568868363588333	-0.262770707656857	0.222573684899675	0.238229772538791	-0.122759107082363	0.0436636416977247	0.388355067893265	0.37212338878633	-0.576518803399041	0.479479539850617	0.10002182098293	-1.40505746335477	-1.08606681898269	-0.702057999436613	-0.634083833040483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
PGRMC1	ENSG00000101856.10	ENSP00000217971.7;ENSP00000442821.1	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]	1	1	1	1	1	1	0.0	0.0	466734201.8671875	266653772.3671875	-0.036086322001248	-0.0303782860168162	-0.121291983945124	0.225072304151656	0.0676577650543679	-0.0406071850050784	0.0195998613275847	-0.10029242142522	-0.0125938579562153	-0.0154836973950321	0.0373913718979111	0.0854586116633662	0.19999501785554	-0.019673880781216	-0.0138994029536779	-0.0581139468232506	-0.0337213853872704	-0.0466410980461873	-0.266554840510242	0.0266971147737038	-0.0772545492476588	-0.17792266663475	0.110567902079474	0.0395835103166604	0.114873521978428	-0.0414948318074977	0.0259585643581772	0.0337213853872687	0.178086385940514	0.103864748998284	0.137110976001285	0.247184866460241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIGR	ENSG00000162896.6	ENSP00000348888.4	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]	7	3	6	3	6	3	0.0	0.0	1389972341.447998	2566460570.9111533	0.154896356695891	0.389612081385991	0.159443595648952	-0.0609702788128459	-0.0651929374558398	0.194906043894172	0.0267345041532998	-0.0826461816407171	0.0577101360181427	0.139547696158436	-0.0128310780683023	0.0442654374883631	-0.16891997914628	-0.121564083059347	0.446747702393155	-0.0111382059847953	-0.0223566082196776	-0.0482671420375986	-0.568117256733295	-0.201561465258841	-0.178622362475995	0.458145772077497	-0.295761609713317	-0.257598280374214	-0.0692651559018422	0.200841746766919	-0.251586959280811	0.0223566082196722	-0.296894399984385	-0.12642083493169	-0.26752408927733	-0.142744929766028	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
CHD8	ENSG00000100888.15	ENSP00000406288.3;ENSP00000495240.1;ENSP00000494402.1;ENSP00000451601.1;ENSP00000495070.1;ENSP00000451071.2;ENSP00000451442.2;ENSP00000496730.1;ENSP00000495174.1;ENSP00000493865.1;ENSP00000496722.1;ENSP00000496565.1;ENSP00000450957.1	chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]	NA	2	NA	1	NA	1	NA	0.0005737234652897303	NA	3454550029.897339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0671782035231505	-1.49027171262072	-0.921563930114679	-1.51546083318311	-1.48423238717458	-1.32866336936648	-1.11564831575646	-1.30446127834208	-1.1488886151837	-1.25118108312063	-1.25898446551315	-0.0671782035231523	-0.823226806410799	2.13418755636362	-0.889333135776248	3.03800814435246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
KRT17	ENSG00000128422.18	ENSP00000308452.8;ENSP00000497161.1;ENSP00000468672.1;ENSP00000467418.1	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	53	48	21	22	10	10	0.0	0.0	3183791446.4068604	2414497920.480774	-0.824930949139738	-0.525084629757657	-0.587016385178444	2.52220076103213	-0.722749785671922	-0.349760184041849	-0.065273648891667	-0.526033413918025	-0.654650149408702	-0.478790474294922	0.0232879640207031	-0.587260904561415	-0.549429518876443	-0.698667729195279	-0.523591716100194	0.0206984848123684	0.00180120538732709	0.624635142618892	-0.467457614909261	-1.18398499132097	-1.1218915583964	-1.65739906393611	-1.07027665179567	0.598357281581816	-1.10236812866126	-0.67142492886703	-0.148635962969532	-0.00180120538732886	-0.626072815434377	-0.868593031678973	-1.0420141430187	-0.452138561018504	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
PSMD5	ENSG00000095261.14	ENSP00000363030.2;ENSP00000210313.2;ENSP00000363011.5;ENSP00000435773.1;ENSP00000487480.1	proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]	2	1	2	1	2	1	0.0	0.0	169560768.79101562	252507980.61328125	-0.207775440408369	-0.0813153213763753	0.4262390156632	0.187702491064348	-0.0967254013215308	0.130591761593369	0.0849139695826553	0.211261633794463	-0.120474345966177	0.399778975262755	0.0448281694144885	-0.149393886408065	0.0763023298505976	-0.100102689200763	0.0471576700517833	-0.130864852594904	0.0499554391785431	-0.208906869426137	-0.288419986246105	0.00994906807513729	0.0444858052251575	0.130959741857481	0.228482767120081	-0.341325105708894	0.309440637207189	-0.218036733815795	-0.274997694540225	-0.0499554391785448	-0.641545404882342	-0.333957463997397	-0.276654396013756	0.354163803329431	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC168	ENSG00000175820.4	ENSP00000320232.3	coiled-coil domain containing 168 [Source:HGNC Symbol;Acc:HGNC:26851]	NA	1	NA	1	NA	1	NA	0.0005681818181818182	NA	127718217.12792969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRT82	ENSG00000161850.3	ENSP00000257974.3	keratin 82 [Source:HGNC Symbol;Acc:HGNC:6459]	4	NA	3	NA	1	NA	0.0	NA	1224700905.5634766	NA	-1.5153978594715	-0.95106238891843	-1.30429517104893	-1.26726138768099	-1.45589899414758	-1.19571595875167	0.0262796941168766	-0.447436189496468	3.86680381961636	3.09370896526073	0.0165834302282057	-1.01136067698313	-0.834446950081737	-1.48077671994045	-1.16333831777097	-0.04398583794283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LYPLA2	ENSG00000011009.11	ENSP00000363638.3;ENSP00000409004.1;ENSP00000363629.2;ENSP00000363627.3;ENSP00000363626.3;ENSP00000388003.1;ENSP00000363625.1	lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738]	1	1	1	1	1	1	0.0	0.0	18018418.6953125	542485548.5800781	0.153842618063344	-0.0732321499412052	-0.220013779173186	0.247336617449957	-0.20075906506134	0.268048255020111	-0.0548136944556177	-0.358402473863888	-0.0892035671511344	0.0688278641419462	0.029604152890748	-0.160102551064261	0.252685615294626	-0.088092850843994	0.197253364209224	0.0240868279671149	-0.0639278107997612	0.112009115484845	0.0961967900597074	0.30193168944308	0.00391029864082171	0.267264145764415	0.314043593577846	-0.014306498202636	0.20016660536962	0.0708451745821783	-0.38864903193538	0.0639278107997594	-0.160470432276979	-0.535119483021639	-0.0786330544485949	-0.361918022811647	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CALD1	ENSG00000122786.20	ENSP00000398826.1;ENSP00000411476.2;ENSP00000395710.1;ENSP00000401988.1;ENSP00000354826.2;ENSP00000394715.1;ENSP00000354513.2;ENSP00000390926.1;ENSP00000416611.1;ENSP00000376826.2;ENSP00000407522.1;ENSP00000393621.1;ENSP00000419673.1;ENSP00000502281.1	caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]	13	10	9	9	9	9	0.0	0.0	4210285058.489095	2438851870.4622397	0.653538601255198	-0.740842815545779	-0.746345802373817	0.468030269015081	0.0421877039083727	0.813611088802443	-0.00638225819772131	-0.716719039173928	-0.192881872584941	-0.363841696146403	0.00529737650752793	0.0577118731803559	0.410481750062446	-0.144138628351339	-0.276218727450219	0.00347336171407253	-0.0114832121992698	-0.163939982984477	0.100587304578253	0.315593123951283	0.0332200349686858	0.0055561610995003	0.087759802172787	-0.166605614396712	-0.0427216072806278	-0.50530891077781	-0.836977546140282	0.0114832121992645	-0.723786375403773	-0.58738123948473	-0.421703251738457	-0.58898722596712	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
CNTN3	ENSG00000113805.9	ENSP00000263665.6	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]	7	19	6	15	6	14	0.0	0.0	280352288.0598958	3388772304.8603816	0.124185777669796	-0.123884211684985	-0.0783680199651968	0.164903289434388	0.0940374256499057	-0.0532896127912386	0.00236954353373342	0.517741686003003	0.0377329657355361	-0.0700162457660358	-0.00838366528849299	-0.00597881850881521	-0.0015422324796619	0.257446796517879	-0.0104623642263793	0.0112067106730587	-0.00198315524601433	-0.0177604459619136	-0.309509256861964	-0.086078192883809	-0.148951351966449	0.0362054578178341	0.00866839867147462	0.040391645127464	-0.358046503764904	0.188627038590665	-0.286994188982781	0.00198315524601256	0.135926133252898	0.503009045721415	0.144725664424712	-0.0171806604171776	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18
TOM1L2	ENSG00000175662.18	ENSP00000464297.1;ENSP00000463313.1;ENSP00000368818.3;ENSP00000312860.10;ENSP00000379088.4;ENSP00000438621.1;ENSP00000437655.1;ENSP00000445188.1;ENSP00000465677.1;ENSP00000466863.1	target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984]	1	NA	1	NA	1	NA	0.0	NA	236559920.578125	NA	0.189241252492256	-0.191234341510253	-0.165277907798909	0.198511867759191	-0.0119933596770023	0.214987741104465	0.00274731234388703	-0.716060104358386	-0.141737238878235	-0.169313347200285	-0.0198956711950693	0.0545827928914111	0.292861335576958	-0.129474995077096	0.269172588549061	0.0160256452534258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIRPB2	ENSG00000196209.13	ENSP00000432656.1;ENSP00000435045.1;ENSP00000352849.3;ENSP00000402438.1;ENSP00000477149.1	signal regulatory protein beta 2 [Source:HGNC Symbol;Acc:HGNC:16247]	1	1	1	1	1	1	0.0	0.0	182413072.578125	225766549.59936523	0.0922327139547487	0.130278861018269	0.0755112006190792	-0.0622734810747616	-0.107190767389102	0.146096769794529	0.00215355400148809	0.522177727279004	-0.00724419189948122	0.0823466749191137	0.0314646261028386	-0.266792307461667	0.0318857598727691	-0.110778658873958	0.147415548799485	-0.0347408937020814	0.071573248601192	-0.170631613924938	0.248556209306379	0.141489542592105	-0.360688449739689	-0.221523894578533	-0.0913330393832368	-0.243129540249017	-0.0967651977446273	-0.188600340378333	0.21664009885143	-0.071573248601192	0.0752570147632152	0.087363073498258	0.0709592925043605	0.579432483387347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRP	ENSG00000132693.12	ENSP00000255030.5;ENSP00000402788.1;ENSP00000357093.1;ENSP00000357092.1;ENSP00000357091.1	C-reactive protein [Source:HGNC Symbol;Acc:HGNC:2367]	101	273	10	9	10	9	0.0	0.0	45867274084.015625	213853446729.48996	0.447671250890822	-0.467746535269712	-0.835548608798579	-0.216745042295601	-0.236370784261788	-0.240582295137734	0.00102366543455368	-1.48722852766183	-1.72350985014908	-1.26847467107373	-0.0168184084509821	-0.91228674657942	-0.650512253370145	0.135481611756662	0.517253334521603	0.0197898497957523	0.000290739548488794	0.601234593047501	0.0560698609333121	0.790296798042188	0.607864106471498	-0.396696062014369	0.744231081198148	0.862687976809204	0.819219786709122	0.536049148559513	0.575730368058932	-0.000290739548489682	-0.500009425251075	-0.727287655551473	-0.747325204435624	-0.551306620516695	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256	256
MUCL1	ENSG00000172551.12	ENSP00000449369.1;ENSP00000311364.5	mucin like 1 [Source:HGNC Symbol;Acc:HGNC:30588]	1	2	1	2	1	2	0.0	0.0	175842071.9140625	272122892.2341614	-0.184003771983194	-0.0947433927600692	-0.29915756683895	-0.136156734033708	-0.351587103470513	-0.156152856026327	0.0648665805783253	-0.137743159565595	0.153085009648937	0.533382289894176	-0.0261381033371357	0.685758904417852	-0.297393242684101	-0.505157604312945	0.213783571185941	-0.0398511908389372	0.0366243775233475	-0.377802023028346	-0.181261292790841	-0.711896075193355	-0.667854458534583	-0.950860406821228	-0.614006297910867	1.78655678205241	-0.689845688573046	0.36821480692463	0.730913306068837	-0.0366243775233492	0.168009741577443	0.0298138531580037	0.572832966078627	0.268645385694553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
MAMDC2	ENSG00000278608.1	ENSP00000485495.1;ENSP00000366387.4	MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]	1	NA	1	NA	1	NA	0.0	NA	70538832.83691406	NA	-0.37749973508557	0.0652828150862099	-0.376708492311309	-0.547061724079562	-0.200314547955997	-0.235218655779625	-0.0611713327775085	-0.151831027389964	0.608510494011199	0.242595972687978	-0.024190609789855	0.408999733526546	0.430842720974078	0.195255204407399	0.48158034500406	0.0842392289696159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RALB	ENSG00000144118.14	ENSP00000402866.1;ENSP00000272519.4;ENSP00000414224.1;ENSP00000393782.1;ENSP00000398162.1;ENSP00000407062.1;ENSP00000487037.1	RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]	NA	1	NA	1	NA	1	NA	0.0	NA	32632939.44921875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00676933693176984	0.0981023075812626	-0.0688258961241974	0.0205484117831105	-0.302734465602592	0.232679022676713	-0.198428763988332	0.067089561702117	-0.0388837898555217	-0.00947079141475982	-0.710696427350454	-0.00676933693177162	0.125947276500531	1.17298564223693	0.0207940313604986	0.756087655586249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NID1	ENSG00000116962.15	ENSP00000355554.3;ENSP00000264187.6	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	40	56	26	33	26	32	0.0	0.0	9975049733.324219	15659739828.585123	0.147777936156017	0.0955215747108271	-0.217135199569002	0.0811525766431664	-0.0966821625142638	0.0528665780059372	0.0144278789705048	0.038632316580669	0.0286516953842231	-0.0706826982062001	-0.026031183102396	-0.0637020445181271	0.153086837804999	-0.0925320200596653	0.189795036785402	0.0161638290130321	-0.0102250075971906	0.0218176554766067	-0.0202749988721891	-0.0620160152339011	0.0525081106644834	0.0151816200520756	-0.00483982814808215	0.182259383813603	0.307396503051912	0.00080589373633444	-0.11538947785013	0.0102250075971888	-0.0286352987549989	0.0529756417486666	-0.0310053654010609	0.14705894922238	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
RBBP8	ENSG00000101773.19	ENSP00000464628.1;ENSP00000462390.1;ENSP00000464284.1;ENSP00000463738.1;ENSP00000463439.1;ENSP00000323050.5;ENSP00000382628.2;ENSP00000382630.2;ENSP00000382627.2;ENSP00000354024.5;ENSP00000463310.1;ENSP00000477396.1;ENSP00000464691.1;ENSP00000463544.1	RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]	NA	1	NA	1	NA	1	NA	0.0	NA	120798291.4453125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00849334499446819	0.0677917090923916	0.0752467842117568	-0.0169435004035474	0.127173536252069	0.0831712314134148	0.28077271360854	-0.105583019838569	0.0975017941761145	0.139574048934431	-0.246771249915843	0.00849334499446641	0.160565637439905	0.17672750138833	0.438030306033957	0.05334251874622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TELO2	ENSG00000100726.15	ENSP00000456383.1;ENSP00000262319.6;ENSP00000457461.1	telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]	1	NA	1	NA	1	NA	0.0	NA	8248079331.660645	NA	0.121310711163607	0.309322068585001	0.238615812991448	0.289902471915372	0.255585737035024	0.407528448896259	-0.047969214403345	0.399450158667516	0.284378593048121	0.0456469011485829	-0.00839907430077247	0.256730451365279	0.304063690199183	0.294643194102729	0.317797101613413	0.0552455751063521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGDCC4	ENSG00000103742.12	ENSP00000319623.3	immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]	1	3	1	2	1	2	0.0	0.0	126960843.546875	294763786.7011719	0.0854518810833245	-0.127683694248752	0.0682963450176466	-0.045099011665414	-0.203123660353909	0.0346232287100827	0.0254394351027045	0.365913290931292	0.734442145760244	0.571054963414799	-0.0285437670579718	-0.149828711791617	-0.00844970578009008	-0.05888375841403	-0.130024218445987	0.00198161835751254	-0.00786673083403855	0.06888996241047	-0.0487096474667101	-0.447916781615188	0.105375421441899	-0.364840454107632	-0.0490093975724299	-0.0635974892150237	-0.00303779515709124	-0.182800880329935	-0.0835660072841282	0.00786673083403677	0.153558698633415	0.65592795179704	0.749987863698081	0.930770665274778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
